Open
139.1608
139.44226
136.5495
137.96597
142.1689
144.66467
142.66832
141.56563
141.36754
142.8656
142.7817
142.92879
142.84805
142.46263
141.99706
143.44275
143.49779
143.82565
143.42986
142.52722
142.8388
142.68604
143.75282
144.67381
147.86372
149.19592
148.27133
147.74928
146.45383
145.05353
144.99619
144.8239
144.78958
144.45674
144.27588
144.19708
143.30727
142.34552
142.65643
142.97762
144.2843
144.97679
145.50195
145.05644
143.43922
141.90048
140.29057
138.95143
137.56877
135.89545
135.4324
135.52373
134.87419
135.25967
136.1384
136.8961
137.70944
138.18979
139.14659
141.48718
141.764
141.29195
143.0131
144.12146
145.90517
145.92018
144.44304
143.81406
144.5679
145.0514
141.13051
138.22261
136.82797
135.99185
136.9926
137.45241
137.9116
137.85417
137.21715
137.49641
140.12961
140.96037
140.04881
140.50818
140.3806
140.98158
141.66191
142.78537
142.88437
142.47324
140.83449
140.16376
139.75351
140.25996
140.40749
141.49895
142.36931
141.37683
141.67252
142.65027
143.95679
145.62189
145.18344
147.02391
147.57817
146.65317
145.78482
145.42685
146.53687
148.30853
150.48978
152.38783
152.43692
151.23529
152.542
154.70755
155.55188
154.23645
155.47557
157.0721
158.87575
158.55719
159.57486
161.06506
160.90585
161.06877
165.31293
166.7145
169.30554
170.8575
170.97693
165.27664
162.10371
163.95515
163.50613
164.788
163.55171
160.81213
159.84642
155.81432
153.6321
151.82747
152.52289
151.53125
150.76042
150.48021
152.25793
152.85999
153.17032
153.97221
155.49089
155.43906
153.20964
150.2107
147.61636
149.23819
151.72905
152.43054
152.5332
150.96194
150.62291
151.2662
150.62402
149.16614
150.89812
159.96849
163.80305
164.22018
164.02054
161.54678
160.96313
159.79825
159.58243
159.2473
157.4714
154.6733
153.89436
153.71054
152.07906
150.24315
148.94139
149.27249
149.25244
147.88698
146.53638
148.00917
149.56023
151.64449
154.1243
156.41618
157.35168
157.91188
158.3069
158.1224
158.6726
157.58432
156.16258
155.99228
156.70958
156.51291
156.47481
157.42384
159.08766
160.37375
159.4727
160.08102
162.73317
162.13573
161.79932
161.67857
162.25803
161.71622
159.10289
158.34111
159.05853
161.15862
158.52316
155.59409
156.32573
155.63812
154.03526
153.2793
152.37503
152.81439
152.6363
153.44908
154.28848
156.24138
155.96008
153.80737
152.09038
151.90622
150.88048
150.48012
149.82431
150.83853
151.35616
152.18951
153.54523
154.00594
154.4993
153.87653
151.21414
150.15155
149.39291
148.52373
148.37724
148.55145
151.40385
153.37114
154.84427
156.25786
157.04881
158.15671
159.83212
160.58267
158.47815
157.8974
157.34467
159.83775
161.65874
161.25789
161.36453
161.64946
161.44945
159.69157
157.9286
158.50366
160.93047
162.04562
163.7933
163.9143
163.60309
163.07068
162.22014
161.7447
161.33203
180.53699
192.52827
200.89412
202.40286
202.17322
206.73758
207.76094
209.17624
206.38516
205.69824
203.24422
205.8964
210.42519
214.26685
227.75272
232.18527
